"win_chance","craver","betting_rate","se","kappa_1","kappa_2"
0.8,0,0.782682291666667,0.00210465228434607,0.2,0.7
0.8,1,0.78484375,0.00171222610240783,0.2,0.7
0.2,0,0,0,0.3,0.5
0.2,1,0.0755555555555556,0.00220245703068847,0.3,0.5
0.8,0,0.785052083333333,0.00209631189229141,0.3,0.5
0.8,1,0.8184375,0.00160619535389786,0.3,0.5
0.2,0,0,0,0.3,0.55
0.2,1,0.05,0.00181627095920072,0.3,0.55
0.8,0,0.784427083333333,0.00209852154094028,0.3,0.55
0.8,1,0.807621527777778,0.00164238400715544,0.3,0.55
0.2,0,0,0,0.3,0.6
0.2,1,0.0284027777777778,0.00138438655985721,0.3,0.6
0.8,0,0.781484375,0.0021088293664189,0.3,0.6
0.8,1,0.7990625,0.00166960370729546,0.3,0.6
0.2,0,0,0,0.3,0.65
0.2,1,0.0172222222222222,0.00108419173541571,0.3,0.65
0.8,0,0.78265625,0.00210474336742593,0.3,0.65
0.8,1,0.793715277777778,0.00168600333942178,0.3,0.65
0.2,0,0,0,0.3,0.7
0.2,1,0.00590277777777778,0.000638375896974643,0.3,0.7
0.8,0,0.784973958333333,0.00209658849107661,0.3,0.7
0.8,1,0.7915625,0.00169247811550311,0.3,0.7
0.2,0,0,0,0.4,0.5
0.2,1,0.0923611111111111,0.00241287573692843,0.4,0.5
0.8,0,0.7846875,0.00209760172625757,0.4,0.5
0.8,1,0.824513888888889,0.00158494023696569,0.4,0.5
0.2,0,0,0,0.4,0.55
0.2,1,0.0692361111111111,0.00211553361261322,0.4,0.55
0.8,0,0.78109375,0.00211018584165802,0.4,0.55
0.8,1,0.812621527777778,0.0016259101294952,0.4,0.55
0.2,0,0,0,0.4,0.6
0.2,1,0.0465277777777778,0.00175527033069089,0.4,0.6
0.8,0,0.783229166666667,0.00210273668809248,0.4,0.6
0.8,1,0.805729166666667,0.00164850729104811,0.4,0.6
0.2,0,0,0,0.4,0.65
0.2,1,0.0272916666666667,0.00135781368524372,0.4,0.65
0.8,0,0.783151041666667,0.00210301067827593,0.4,0.65
0.8,1,0.801041666666667,0.00166341705015838,0.4,0.65
0.2,0,0,0,0.4,0.7
0.2,1,0.0168055555555556,0.00107122322270493,0.4,0.7
0.8,0,0.78140625,0.00210910088198806,0.4,0.7
0.8,1,0.794201388888889,0.0016845312384833,0.4,0.7
0.2,0,0,0,0.5,0.5
0.2,1,0.108888888888889,0.00259592144812456,0.5,0.5
0.8,0,0.781848958333333,0.00210756083405604,0.5,0.5
0.8,1,0.829774305555556,0.00156597590975367,0.5,0.5
0.2,0,0,0,0.5,0.55
0.2,1,0.0847222222222222,0.00232064635218418,0.5,0.55
0.8,0,0.781223958333333,0.00210973398943271,0.5,0.55
0.8,1,0.821788194444444,0.00159455943789248,0.5,0.55
0.2,0,0,0,0.5,0.6
0.2,1,0.0629166666666667,0.00202351204460656,0.5,0.6
0.8,0,0.783619791666667,0.00210136506668694,0.5,0.6
0.8,1,0.808090277777778,0.00164085784407626,0.5,0.6
0.2,0,0,0,0.5,0.65
0.2,1,0.0447222222222222,0.00172250447676004,0.5,0.65
0.8,0,0.780677083333333,0.00211162971392668,0.5,0.65
0.8,1,0.805434027777778,0.00164945685180332,0.5,0.65
0.2,0,0,0,0.5,0.7
0.2,1,0.0285416666666667,0.0013876680467095,0.5,0.7
0.8,0,0.783046875,0.00210337582545024,0.5,0.7
0.8,1,0.796423611111111,0.00167775404618426,0.5,0.7
0.2,0,0,0,0.6,0.5
0.2,1,0.120902777777778,0.00271687981703859,0.6,0.5
0.8,0,0.781536458333333,0.00210864829473885,0.6,0.5
0.8,1,0.835694444444444,0.00154398262896086,0.6,0.5
0.2,0,0,0,0.6,0.55
0.2,1,0.0969444444444444,0.00246576981382332,0.6,0.55
0.8,0,0.786510416666667,0.00209112804708917,0.6,0.55
0.8,1,0.827743055555556,0.00157336205064745,0.6,0.55
0.2,0,0,0,0.6,0.6
0.2,1,0.076875,0.00222001881339832,0.6,0.6
0.8,0,0.786119791666667,0.00209252043161558,0.6,0.6
0.8,1,0.818402777777778,0.00160631485683379,0.6,0.6
0.2,0,0,0,0.6,0.65
0.2,1,0.0497222222222222,0.00181148351404825,0.6,0.65
0.8,0,0.784661458333333,0.00209769376376243,0.6,0.65
0.8,1,0.813836805555556,0.00162184035685987,0.6,0.65
0.2,0,0,0,0.6,0.7
0.2,1,0.0360416666666667,0.00155333596618114,0.6,0.7
0.8,0,0.7825,0.00210528960698508,0.6,0.7
0.8,1,0.802239583333333,0.00165964138464468,0.6,0.7
0.2,0,0,0,0.7,0.5
0.2,1,0.135555555555556,0.00285273242547912,0.7,0.5
0.8,0,0.784140625,0.00209953190007872,0.7,0.5
0.8,1,0.841371527777778,0.00152221853111076,0.7,0.5
0.2,0,0,0,0.7,0.55
0.2,1,0.112291666666667,0.00263113266593753,0.7,0.55
0.8,0,0.783125,0.00210310198360953,0.7,0.55
0.8,1,0.827708333333333,0.00157348761231109,0.7,0.55
0.2,0,0,0,0.7,0.6
0.2,1,0.0875694444444444,0.00235564608253297,0.7,0.6
0.8,0,0.781875,0.00210747013253203,0.7,0.6
0.8,1,0.821111111111111,0.00159692741269796,0.7,0.6
0.2,0,0,0,0.7,0.65
0.2,1,0.0680555555555555,0.00209874965527917,0.7,0.65
0.8,0,0.783307291666667,0.00210246258660124,0.7,0.65
0.8,1,0.811440972222222,0.00162983882764375,0.7,0.65
0.2,0,0,0,0.7,0.7
0.2,1,0.0509722222222222,0.00183290552445299,0.7,0.7
0.8,0,0.784973958333333,0.00209658849107661,0.7,0.7
0.8,1,0.808993055555556,0.00163790799815952,0.7,0.7
0.2,0,0,0,0.8,0.5
0.2,1,0.137222222222222,0.00286744788541223,0.8,0.5
0.8,0,0.782682291666667,0.00210465228434607,0.8,0.5
0.8,1,0.841527777777778,0.0015216099176103,0.8,0.5
0.2,0,0,0,0.8,0.55
0.2,1,0.115416666666667,0.00266279341355331,0.8,0.55
0.8,0,0.785755208333333,0.0020938174428308,0.8,0.55
0.8,1,0.832152777777778,0.0015572241884025,0.8,0.55
0.2,0,0,0,0.8,0.6
0.2,1,0.0956944444444444,0.00245151636293448,0.8,0.6
0.8,0,0.785572916666667,0.00209446502747323,0.8,0.6
0.8,1,0.824479166666667,0.00158506365335124,0.8,0.6
0.2,0,0,0,0.8,0.65
0.2,1,0.0740972222222222,0.00218281782360082,0.8,0.65
0.8,0,0.786119791666667,0.00209252043161558,0.8,0.65
0.8,1,0.818715277777778,0.00160523854071624,0.8,0.65
0.2,0,0,0,0.8,0.7
0.2,1,0.0576388888888889,0.00194222845284715,0.8,0.7
0.8,0,0.782838541666667,0.00210410552680115,0.8,0.7
0.8,1,0.810034722222222,0.00163448695741565,0.8,0.7
0.2,0,0,0,0.9,0.5
0.2,1,0.144861111111111,0.00293310809648835,0.9,0.5
0.8,0,0.78703125,0.00208926713227756,0.9,0.5
0.8,1,0.843697916666667,0.00151310267812891,0.9,0.5
0.2,0,0,0,0.9,0.55
0.2,1,0.129166666666667,0.00279496634254413,0.9,0.55
0.8,0,0.782239583333333,0.0021061990206129,0.9,0.55
0.8,1,0.838697916666667,0.00153255228047805,0.9,0.55
0.2,0,0,0,0.9,0.6
0.2,1,0.105416666666667,0.00255916846302414,0.9,0.6
0.8,0,0.786536458333333,0.0020910351209194,0.9,0.6
0.8,1,0.829270833333333,0.00156781416507247,0.9,0.6
0.2,0,0,0,0.9,0.65
0.2,1,0.0852083333333333,0.00232667631753275,0.9,0.65
0.8,0,0.785833333333333,0.00209353971869483,0.9,0.65
0.8,1,0.820711805555556,0.00159831993175158,0.9,0.65
0.2,0,0,0,0.9,0.7
0.2,1,0.068125,0.0020997419367098,0.9,0.7
0.8,0,0.78546875,0.00209483480048173,0.9,0.7
0.8,1,0.8125,0.0016263156794678,0.9,0.7
0.2,0,0,0,1,0.5
0.2,1,0.150277777777778,0.00297796579018527,1,0.5
0.8,0,0.785416666666667,0.00209501961193127,1,0.5
0.8,1,0.846909722222222,0.0015003234350264,1,0.5
0.2,0,0,0,1,0.55
0.2,1,0.134166666666667,0.00284035942394864,1,0.55
0.8,0,0.786510416666667,0.00209112804708917,1,0.55
0.8,1,0.838923611111111,0.00153168577638561,1,0.55
0.2,0,0,0,1,0.6
0.2,1,0.117083333333333,0.00267942268987753,1,0.6
0.8,0,0.783255208333333,0.00210264533329842,1,0.6
0.8,1,0.832413194444444,0.00155625914824273,1,0.6
0.2,0,0,0,1,0.65
0.2,1,0.0914583333333333,0.00240224833047466,1,0.65
0.8,0,0.7825,0.00210528960698508,1,0.65
0.8,1,0.823524305555556,0.00158844868243715,1,0.65
0.2,0,0,0,1,0.7
0.2,1,0.0722222222222222,0.00215720411852155,1,0.7
0.8,0,0.785807291666667,0.00209363230593585,1,0.7
0.8,1,0.814861111111111,0.00161838986714483,1,0.7
